SGO Report ID,SGO Report Version,Year Month,Location,Crash Type,Is NHTSA Reportable In-Transport,Is NHTSA Reportable In-Transport Delta-V Less than 1 MPH,Is Police-Reported,Is Any-Injury-Reported,Is Airbag Deployment,Is Suspected Serious Injury+,Incident Date_waymo,Location Address / Description,Zip Code_waymo,Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date_sgo,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code_sgo,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
30270-10182,2,202503,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,03/06/2025,Broadway at Powell Street,94133,30270-10182,2,Waymo LLC,10-Day Update,,,MAR-2025,SADHW2S1XR1, ,,Jaguar,I-PACE, ,2024, ,e61c32395715a3f,24160, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAR-2025, ,MAR-2025,13:47, ,e33f02ba21bbc82,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , , , , ,Y, , ,Making Right Turn,No,No,Yes,0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"The content of this report is unchanged from the initial report submitted on March [XXX], 2025 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. 
On March 6, 2025 at 1:47 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a SUV on [XXX]
The Waymo AV was traveling westbound in the right lane on [XXX] when it slowed to make a right turn onto [XXX]. As the Waymo AV was proceeding into the right turn, the Waymo AV slowed to a stop for a crossing guard holding a hand-held stop sign in the marked crosswalk. A SUV traveling westbound in the right lane on Broadway behind the Waymo AV approached the Waymo AV from behind, and the front passenger side of the SUV made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vulnerable road user influenced the driving task of a vehicle involved. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-10182,2,202503,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,03/06/2025,Broadway at Powell Street,94133,30270-10182,1,Waymo LLC,1-Day,,,MAR-2025,SADHW2S1XR1, ,,Jaguar,I-PACE, ,2024, ,e61c32395715a3f,24160, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAR-2025, ,MAR-2025,13:47, ,e33f02ba21bbc82,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , , , , ,Y, , ,Making Right Turn,No,No,Yes,0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 1:47 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a SUV on [XXX].
The Waymo AV was traveling westbound in the right lane on [XXX] when it slowed to make a right turn onto[XXX]. As the Waymo AV was proceeding into the right turn, the Waymo AV slowed to a stop for a crossing guard holding a hand-held stop sign in the marked crosswalk. A SUV traveling westbound in the right lane on [XXX]  behind the Waymo AV approached the Waymo AV from behind, and the front passenger side of the SUV made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vulnerable road user influenced the driving task of a vehicle involved. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-10175,1,202503,PHOENIX,V2V Intersection,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3/4/2025,W Monroe Street at N 1st Avenue,85003,30270-10175,1,Waymo LLC,5-Day,,,MAR-2025,SADHW2S1XR1, ,,Jaguar,I-PACE, ,2024, ,f164822d88f8f48,5736, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),ADOT,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAR-2025, ,MAR-2025,17:43, ,58d4d4d7eae563a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Making Left Turn,No,No, , , , , , , , ,Y, , ,Stopped,No,Yes,No Passengers in Vehicle,0, , , , , , ,Y, , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 5:43 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving an SUV on [XXX]. 
The Waymo AV was stopped in a queue of westbound traffic for a red traffic light on [XXX]. An SUV traveling eastbound on W Monroe Street attempted to make a left turn across the stationary Waymo AV's lane of travel to the entrance of a parking lot on the right of the Waymo AV. As the SUV attempted the left turn the front passenger side of the SUV made contact with the front of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-10174,2,202503,PHOENIX,Secondary Crash,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,03/04/2025,E Broadway Road near S 24th Street,85040,30270-10174,2,Waymo LLC,Update,,,MAR-2025,SADHW2S11M1, ,,Jaguar,I-PACE, ,2021, ,71998e873ad6c5e,202443, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),ADOT,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAR-2025, ,MAR-2025,11:24, ,92953b8c28a4f6c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,40, ,Daylight,Y, , , , , , , ,,SUV,Minor,Yes,"Other, see Narrative",No,No, , , , , ,Y, , , , , ,Stopped,No,Yes,Yes,0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,Yes,Phoenix Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,Yes, ,"On March [XXX], 2025 at 11:24 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a SUV on[XXX].
The Waymo AV was traveling westbound in the left lane on [XXX]and came to a stop in a queue of traffic for a red light at the intersection at [XXX]. The SUV directly behind the Waymo AV slowed and came to a stop. While the Waymo AV and the SUV were stopped, a passenger car traveling westbound from behind the SUV made contact with the rear of the SUV, causing the SUV to make contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.The passenger in the Waymo AV reported a minor injury. 
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away and because of airbag deployment. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-10174,2,202503,PHOENIX,Secondary Crash,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,03/04/2025,E Broadway Road near S 24th Street,85040,30270-10174,1,Waymo LLC,5-Day,,,MAR-2025,SADHW2S11M1, ,,Jaguar,I-PACE, ,2021, ,71998e873ad6c5e,202443, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),ADOT,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAR-2025, ,MAR-2025,11:24, ,92953b8c28a4f6c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,40, ,Daylight,Y, , , , , , , ,,SUV,Minor,Yes,"Other, see Narrative",No,No, , , , , ,Y, , , , , ,Stopped,No,Yes,Yes,0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,Yes,Phoenix Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,Yes, ,"On March [XXX], 2025 at 11:24 AM MT a Waymo Autonomous Vehicle (Waymo AV) operating in Phoenix, Arizona was in a collision involving a SUV on [XXX] near [XXX].
The Waymo AV was traveling westbound in the left lane on [XXX] and came to a stop in a queue of traffic for a red light at the intersection at [XXX]. The SUV directly behind the Waymo AV slowed and came to a stop. While the Waymo AV and the SUV were stopped, a passenger car traveling westbound from behind the SUV made contact with the rear of the SUV, causing the SUV to make contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.The passenger in the Waymo AV reported a minor injury. 
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away and because of airbag deployment. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-10147,1,202503,AUSTIN,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,03/04/2025,East 6th Street at Waller Streeet,78702,30270-10147,1,Waymo LLC,5-Day,,,MAR-2025,SADHW2S16R1, ,,Jaguar,I-PACE, ,2024, ,ee341e8288f94f8,21899, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,No,,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAR-2025, ,MAR-2025,21:47, ,7bfe9ff1d4dc189,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Austin, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30, ,Dark - Lighted,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , , , , ,Y, , ,Parked,No,Yes,"No, see Narrative",0, , ,Y, , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 9:48 PM CT a Waymo Autonomous Vehicle (Waymo AV) operating in Austin, Texas was in a collision involving a pick-up truck on[XXX]. 
The Waymo AV was stopped for a passenger pick-up facing westbound on [XXX] when the Waymo AV passenger opened the driver side rear door as a pick-up truck traveling westbound on [XXX] approached the stationary Waymo AV. As the pick-up truck passed by the Waymo AV, the front passenger side of the pick-up truck made contact with the open driver side rear door of the Waymo AV.  At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode.  The passengers, who were seated in the rear of the Waymo AV, were not belted at the time of the collision, having just entered the vehicle.The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-10145,1,202503,PHOENIX,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,03/02/2025,3400 Sky Harbor Boulevard at the Phoenix Sky Harbor International Airport,85034,30270-10145,1,Waymo LLC,5-Day,,,MAR-2025,SADHW2S12R1, ,,Jaguar,I-PACE, ,2024, ,c2718181ee32573,7609, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),ADOT,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAR-2025, ,MAR-2025,11:03, ,0e46cead36f5a85,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,35, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Proceeding Straight,No,Yes,Yes,2, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX] 2025 at 11:03 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a passenger car at 3400 Sky Harbor Boulevard, Terminal 4 at the Phoenix Sky Harbor International Airport. 
The Waymo AV was traveling westbound in the center lane of 3400 Sky Harbor Boulevard, Terminal 4 and came to a stop in a queue of traffic. A passenger car approached the Waymo AV from behind, and the front of the passenger car made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-10127,1,202503,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,03/03/2025,Gough Street at Fell Street,94102,30270-10127,1,Waymo LLC,5-Day,,,MAR-2025,SADHW2S15R1, ,,Jaguar,I-PACE, ,2024, ,581936751104aa3,23850, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAR-2025, ,MAR-2025,12:25, ,f5343b2a2c58c2b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Passing,No,No, , , , , , , , ,Y, , ,Parked,No,Yes,No Passengers in Vehicle,0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 12:25 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX] 
The Waymo AV was traveling southbound on [XXX], and stopped in-lane for a passenger drop-off. A passenger car traveling southbound on [XXX] attempted to pass the Waymo AV on the left and the front right side of the passenger car made contact with the left rear side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-10118,1,202503,LOS_ANGELES,V2V Head-on,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3/1/2025,E 4th Place at Mateo Street,90013,30270-10118,1,Waymo LLC,5-Day,,,MAR-2025,SADHW2S1XR1, ,,Jaguar,I-PACE, ,2024, ,74c0f789e07e92e,37635, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAR-2025, ,MAR-2025,13:14, ,68fe277ed2ee205,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Daylight, , ,Y, , , , , ,,Heavy Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, ,Y, , , , , , , , , ,Stopped,No,Yes,No Passengers in Vehicle,0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2025 at 1:14 PM PT Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a heavy truck on[XXX]. 
The Waymo AV was traveling southbound on[XXX] with vehicles parked at the curb in both directions. A heavy truck traveling southbound on [XXX]made a right turn onto [XXX] crossing the center line into the lane the Waymo AV was traveling in. The Waymo AV stopped for the heavy truck traveling northbound on[XXX]. As the heavy truck passed the stationary Waymo AV the left side of the bed of the heavy truck made contact with the rear left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-10117,1,202503,LOS_ANGELES,V2V F2R,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,02/28/2025,W 2nd Street near Main Street,90012,30270-10117,1,Waymo LLC,5-Day,,,MAR-2025,SADHW2S10R1, ,,Jaguar,I-PACE, ,2024, ,61fd77a56acc72d,45851, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,FEB-2025, ,FEB-2025,19:57, ,c9071aa23149df4,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,Yes,No, , , , , ,Y, , ,Y, , ,Stopped,No,Yes,Yes,3, , , , ,Y, , ,Y, , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On February [XXX], 2025 at 7:57 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on [XXX]. 
The Waymo AV was traveling southeast bound on [XXX] and was slowing for a queue of traffic stopped for red traffic light. A passenger car traveling southeastbound on [XXX] approached the Waymo AV from behind, and the front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away and a vehicle involved was of airbag deployment. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-9992,2,202502,PHOENIX,Secondary Crash,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,02/17/2025,E Indian School Road at N 38th Street,85018,30270-9992,2,Waymo LLC,10-Day Update,,,FEB-2025,SADHW2S17R1, ,,Jaquar,I-PACE, ,2024, ,99694462520af1f,14519, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),ADOT,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,FEB-2025, ,FEB-2025,13:39, ,a44c6cf951c17dc,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,40, ,Daylight, , ,Y, , , , , ,,Passenger Car,Moderate,Yes,Making Left Turn,Yes,Yes, , , , , , , , ,Y, , ,Stopped,No,Yes,Yes,0, , , ,Y, , , , , , , , , , ,Y, ,Y,Y, , ,Yes,Phoenix PD, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"The content of this report is unchanged from the initial report submitted on February [XXX], 2025 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. 
On February [XXX], 2025 at 1:39 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling eastbound on [XXX] in the dedicated left turn lane preparing to make an unprotected left turn onto [XXX] when it came to a stop behind a passenger car also waiting to make an unprotected left turn. While the Waymo AV remained stopped, the passenger car proceeded to make an unprotected left turn onto [XXX], crossing in front of an oncoming SUV traveling west on [XXX]. The passenger car was struck on its passenger side by the oncoming SUV, causing the passenger car to rotate counter-clockwise. After impact, the passenger car then continued turning left, circling back towards the Waymo AV. The front passenger side of the passenger car then made contact with the front driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. A passenger in the Waymo AV and the driver of the passenger car were transported to the hospital from the scene in an ambulance.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because an individual involved was transported from the scene to a hospital for medical treatment. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-9992,2,202502,PHOENIX,Secondary Crash,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,02/17/2025,E Indian School Road at N 38th Street,85018,30270-9992,1,Waymo LLC,1-Day,,,FEB-2025,SADHW2S17R1, ,,Jaquar,I-PACE, ,2024, ,99694462520af1f,14519, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),ADOT,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,FEB-2025, ,FEB-2025,13:39, ,a44c6cf951c17dc,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,40, ,Daylight, , ,Y, , , , , ,,Passenger Car,Moderate,Yes,Making Left Turn,Yes,Yes, , , , , , , , ,Y, , ,Stopped,No,Yes,Yes,0, , , ,Y, , , , , , , , , , ,Y, ,Y,Y, , ,Yes,Phoenix PD, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"On February [XXX], 2025 at 1:39 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a passenger car on [XXX]. 
The Waymo AV was traveling eastbound on[XXX] in the dedicated left turn lane preparing to make an unprotected left turn onto [XXX] when it came to a stop behind a passenger car also waiting to make an unprotected left turn. While the Waymo AV remained stopped, the passenger car proceeded to make an unprotected left turn onto [XXX], crossing in front of an oncoming SUV traveling west on[XXX]. The passenger car was struck on its passenger side by the oncoming SUV, causing the passenger car to rotate counter-clockwise. After impact, the passenger car then continued turning left, circling back towards the Waymo AV. The front passenger side of the passenger car then made contact with the front driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. A passenger in the Waymo AV and the driver of the passenger car were transported to the hospital from the scene in an ambulance.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because an individual involved was transported from the scene to a hospital for medical treatment. Waymo may supplement or correct its reporting with additional information as it may become available.",
